Posterior Heading,Desired Heading,Heading Error,Absolute Heading Error,Average Heading Error
204.5379639,204.2945099,-0.243453979,0.243453979,
204.5768127,203.9285126,-0.648300171,0.648300171,
204.4121552,203.7672272,-0.644927979,0.644927979,
204.4121552,203.6834106,-0.728744507,0.728744507,
204.1837311,203.5601196,-0.62361145,0.62361145,
204.1837311,203.5180206,-0.665710449,0.665710449,
203.9470215,203.7142029,-0.232818604,0.232818604,
203.8437958,203.8381195,-0.00567627,0.00567627,
203.8437958,204.1446686,0.300872803,0.300872803,
203.8779755,204.2507629,0.372787476,0.372787476,
203.8779755,204.8750153,0.997039795,0.997039795,
204.1012268,204.957901,0.856674194,0.856674194,
204.1012268,205.1416321,1.040405273,1.040405273,
204.4371643,205.0559998,0.618835449,0.618835449,
204.6702118,204.7056427,0.035430908,0.035430908,
204.7455444,204.4187317,-0.326812744,0.326812744,
204.7455444,204.2947845,-0.450759888,0.450759888,
204.6564789,204.0433655,-0.613113403,0.613113403,
204.509079,203.9402313,-0.568847656,0.568847656,
204.509079,203.9041748,-0.604904175,0.604904175,
204.3330231,203.8619232,-0.471099854,0.471099854,
204.3330231,203.8296204,-0.50340271,0.50340271,
204.1564484,203.8181915,-0.338256836,0.338256836,
204.1564484,203.889267,-0.267181396,0.267181396,
204.050415,204.0555725,0.005157471,0.005157471,
204.050415,204.0338135,-0.016601563,0.016601563,
204.0521698,204.0666351,0.014465332,0.014465332,
204.0584259,204.0192566,-0.039169312,0.039169312,
204.0584259,203.9306793,-0.127746582,0.127746582,
