Posterior Heading,Desired Heading,Heading Error,Absolute Heading Error,Average Heading Error
204.7443237,204.9558716,0.211547852,0.211547852,
204.8223114,204.9479218,0.125610352,0.125610352,
204.8223114,205.1805267,0.358215332,0.358215332,
204.9130707,204.8318634,-0.081207275,0.081207275,
204.9359741,204.7936707,-0.142303467,0.142303467,
204.9359741,204.7572479,-0.178726196,0.178726196,
204.9409485,204.8521729,-0.088775635,0.088775635,
204.9113617,204.4437866,-0.467575073,0.467575073,
204.9113617,204.4661102,-0.445251465,0.445251465,
204.7112732,204.5364227,-0.174850464,0.174850464,
204.603302,203.8078461,-0.795455933,0.795455933,
204.603302,203.7428894,-0.860412598,0.860412598,
204.3852844,203.7716827,-0.613601685,0.613601685,
204.3852844,203.6899567,-0.695327759,0.695327759,
204.1026154,203.9458008,-0.156814575,0.156814575,
204.0783539,204.8484497,0.770095825,0.770095825,
204.0783539,205.3515778,1.273223877,1.273223877,
204.4464417,204.8418579,0.39541626,0.39541626,
204.4464417,204.9872742,0.54083252,0.54083252,
204.6732178,204.3669891,-0.306228638,0.306228638,
204.6732178,204.217041,-0.456176758,0.456176758,
204.6415253,204.0865784,-0.554946899,0.554946899,
204.6415253,203.8435669,-0.797958374,0.797958374,
204.5007019,203.555542,-0.945159912,0.945159912,
204.2456665,203.7513885,-0.494277954,0.494277954,
204.2456665,203.7179718,-0.527694702,0.527694702,
204.0706024,203.3063965,-0.764205933,0.764205933,
204.0706024,203.2429657,-0.827636719,0.827636719,
203.8227234,203.6822205,-0.14050293,0.14050293,
203.8227234,203.7960358,-0.026687622,0.026687622,
203.6961517,204.1833801,0.487228394,0.487228394,
203.8177948,204.6099701,0.792175293,0.792175293,
203.8177948,205.059906,1.242111206,1.242111206,
204.1394958,204.7127533,0.573257446,0.573257446,
204.1394958,204.7849121,0.64541626,0.64541626,
204.4158173,204.5364838,0.120666504,0.120666504,
204.5289001,203.9848633,-0.544036865,0.544036865,
204.5289001,204.008194,-0.520706177,0.520706177,
204.3255768,203.7725067,-0.553070068,0.553070068,
204.3255768,203.8598175,-0.465759277,0.465759277,
204.1207275,204.2774048,0.156677246,0.156677246,
204.1207275,204.8831787,0.762451172,0.762451172,
204.139267,205.0118866,0.872619629,0.872619629,
204.3977203,204.8797607,0.482040405,0.482040405,
204.3977203,204.8158722,0.418151855,0.418151855,
204.6035767,204.9911346,0.387557983,0.387557983,
204.6035767,204.6915131,0.087936401,0.087936401,
204.6708832,204.8851929,0.214309692,0.214309692,
204.6648102,205.3655701,0.700759888,0.700759888,
204.842926,206.0276337,1.184707642,1.184707642,
204.842926,206.1731262,1.330200195,1.330200195,
205.2722626,206.0341492,0.761886597,0.761886597,
205.2722626,206.0438843,0.771621704,0.771621704,
205.5133667,205.7408142,0.22744751,0.22744751,
205.5133667,205.7521057,0.238739014,0.238739014,
205.6361237,205.6696472,0.03352356,0.03352356,
205.6699524,205.486557,-0.183395386,0.183395386,
205.6699524,205.3054352,-0.364517212,0.364517212,
205.5560303,204.9076385,-0.648391724,0.648391724,
205.5560303,204.6593323,-0.896697998,0.896697998,
